DATAFLOW,LAST UPDATE,freq,na_item,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SI,2020-Q3,11968.8,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SI,2020-Q4,12065.0,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SI,2021-Q1,12353.4,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SI,2021-Q2,12695.3,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SI,2021-Q3,12957.1,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SI,2021-Q4,13737.5,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SI,2022-Q1,13955.8,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2019-Q2,23421.9,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2019-Q3,23576.3,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2019-Q4,23881.3,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2020-Q1,23081.0,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2020-Q2,21552.6,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2020-Q3,23604.3,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2020-Q4,23841.4,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2021-Q1,23216.2,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2021-Q2,24297.6,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2021-Q3,24633.1,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2021-Q4,24975.6,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SK,2022-Q1,25302.0,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2019-Q2,160813.7,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2019-Q3,173535.1,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2019-Q4,177173.1,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2020-Q1,175514.9,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2020-Q2,142880.8,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2020-Q3,158915.4,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2020-Q4,152957.7,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2021-Q1,172571.5,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2021-Q2,164955.0,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2021-Q3,184184.6,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2021-Q4,166984.4,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,TR,2022-Q1,171545.1,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,UK,2019-Q2,630981.9,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,UK,2019-Q3,618880.6,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,UK,2019-Q4,649860.6,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,UK,2020-Q1,642870.4,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,UK,2020-Q2,536776.7,
ESTAT:TEINA010(1.0),03/06/22 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,UK,2020-Q3,596839.9,
